date,store_nbr,item_nbr,units
2012-05-14,10,37,13
2012-05-14,10,93,18
2012-05-14,11,9,29
2012-05-14,11,68,57
2012-05-14,12,16,44
2012-05-14,12,37,14
2012-05-14,12,79,1
2012-05-14,12,93,24
2012-05-14,13,5,90
2012-05-14,13,36,82
2012-05-14,14,9,14
2012-05-14,14,25,9
2012-05-14,14,33,1
2012-05-14,14,70,2
2012-05-14,14,93,2
2012-05-14,15,5,83
2012-05-14,15,45,97
2012-05-14,15,61,1
2012-05-14,16,16,53
2012-05-14,16,77,3
2012-05-14,16,93,2
2012-05-14,17,37,85
2012-05-14,17,48,126
2012-05-14,18,5,10
2012-05-14,18,37,9
2012-05-14,18,72,1
2012-05-14,19,16,10
2012-05-14,19,69,1
2012-05-14,19,83,6
2012-05-14,19,93,6
2012-05-14,20,18,1
2012-05-14,20,41,27
2012-05-14,20,74,1
2012-05-14,21,5,64
2012-05-14,21,44,82
2012-05-14,22,9,105
2012-05-14,22,68,50
2012-05-14,22,78,5
2012-05-14,22,93,24
2012-05-14,23,5,16
2012-05-14,23,29,1
2012-05-14,23,45,44
2012-05-14,23,56,2
2012-05-14,24,6,23
2012-05-14,24,43,35
2012-05-14,25,9,89
2012-05-14,25,45,96
2012-05-14,25,81,23
2012-05-14,26,5,95
2012-05-14,26,45,40
2012-05-14,27,9,37
2012-05-14,27,68,43
2012-05-14,27,93,12
2012-05-14,28,2,3
2012-05-14,28,5,95
2012-05-14,28,35,1
2012-05-14,28,45,52
2012-05-14,29,8,46
2012-05-14,29,41,28
2012-05-14,29,45,79
2012-05-14,30,16,77
2012-05-14,31,9,31
2012-05-14,31,45,99
2012-05-14,31,67,7
2012-05-14,31,93,8
2012-05-14,32,9,43
2012-05-14,32,19,2
2012-05-14,32,45,56
2012-05-14,32,58,4
2012-05-14,33,9,104
2012-05-14,33,92,3
2012-05-14,34,9,25
2012-05-14,34,45,94
2012-05-14,34,52,3
2012-05-14,36,1,1
2012-05-14,36,9,57
2012-05-14,36,30,2
2012-05-14,36,44,77
2012-05-14,37,5,36
2012-05-14,37,45,51
2012-05-14,38,9,96
2012-05-14,38,45,86
2012-05-14,39,9,1
2012-05-14,39,36,11
2012-05-14,40,5,63
2012-05-14,40,45,39
2012-05-14,41,16,28
2012-05-14,41,68,30
2012-05-14,41,93,3
2012-05-14,42,5,73
2012-05-14,42,45,53
2012-05-14,43,3,12
2012-05-14,43,16,54
2012-05-14,43,37,19
2012-05-14,44,5,44
2012-05-14,44,62,2
2012-05-14,44,68,47
2012-05-14,44,93,2
2012-05-14,45,4,4
2012-05-14,45,9,4
2012-05-14,45,26,4
2012-05-15,1,9,29
2012-05-15,1,28,2
2012-05-15,1,93,4
2012-05-15,2,5,79
2012-05-15,2,11,2
2012-05-15,2,44,98
2012-05-15,3,2,1
2012-05-15,3,5,30
2012-05-15,3,45,79
2012-05-15,4,9,74
2012-05-15,4,27,7
2012-05-15,5,16,16
2012-05-15,5,20,2
2012-05-15,5,37,9
2012-05-15,5,93,9
2012-05-15,6,9,28
2012-05-15,6,45,52
2012-05-15,7,7,4
2012-05-15,7,23,13
2012-05-15,7,93,7
2012-05-15,8,5,40
2012-05-15,8,23,9
2012-05-15,8,59,1
2012-05-15,8,93,1
2012-05-15,9,5,31
2012-05-15,9,10,1
2012-05-15,9,42,8
2012-05-15,9,45,91
2012-05-15,10,21,1
2012-05-15,10,37,10
2012-05-15,11,9,22
2012-05-15,11,68,44
2012-05-15,12,16,32
2012-05-15,12,37,14
2012-05-15,12,79,2
2012-05-15,12,93,7
2012-05-15,13,5,101
2012-05-15,13,36,90
2012-05-15,13,46,2
2012-05-15,13,93,20
2012-05-15,14,25,14
2012-05-15,14,88,1
2012-05-15,15,5,30
2012-05-15,15,17,1
2012-05-15,15,45,109
2012-05-15,16,16,30
2012-05-15,16,77,3
2012-05-15,16,93,6
2012-05-15,17,37,109
2012-05-15,17,71,2
2012-05-15,18,5,16
2012-05-15,18,37,9
2012-05-15,19,16,13
2012-05-15,19,83,13
2012-05-15,19,93,10
2012-05-15,20,5,78
2012-05-15,20,18,3
2012-05-15,20,41,28
2012-05-15,20,74,3
2012-05-15,21,5,43
2012-05-15,21,44,75
2012-05-15,22,9,89
2012-05-15,22,68,55
2012-05-15,22,78,5
2012-05-15,22,93,27
2012-05-15,23,5,30
2012-05-15,23,45,29
2012-05-15,23,56,4
2012-05-15,24,6,62
2012-05-15,24,43,46
2012-05-15,24,60,1
2012-05-15,24,76,1
2012-05-15,25,9,75
2012-05-15,25,45,89
2012-05-15,25,81,20
2012-05-15,26,2,1
2012-05-15,26,5,44
2012-05-15,26,45,40
2012-05-15,27,9,12
2012-05-15,27,21,2
2012-05-15,27,68,56
2012-05-15,27,80,1
2012-05-15,27,93,30
2012-05-15,28,5,32
2012-05-15,28,45,62
2012-05-15,29,8,21
2012-05-15,29,41,32
2012-05-15,29,45,97
2012-05-15,29,56,1
2012-05-15,30,13,2
2012-05-15,30,16,79
2012-05-15,30,65,1
2012-05-15,31,9,73
2012-05-15,31,45,81
2012-05-15,31,67,13
2012-05-15,32,9,43
2012-05-15,32,45,65
2012-05-15,32,58,1
2012-05-15,33,9,100
2012-05-15,34,9,54
2012-05-15,34,45,94
2012-05-15,34,52,1
2012-05-15,34,93,1
2012-05-15,36,1,2
2012-05-15,36,9,81
2012-05-15,36,30,2
2012-05-15,36,44,96
2012-05-15,37,5,23
2012-05-15,37,45,51
2012-05-15,38,9,57
2012-05-15,38,45,80
2012-05-15,38,52,1
2012-05-15,38,93,2
2012-05-15,39,9,2
2012-05-15,39,36,15
2012-05-15,40,5,94
2012-05-15,40,45,58
2012-05-15,41,16,37
2012-05-15,41,68,33
2012-05-15,41,86,2
2012-05-15,41,93,2
2012-05-15,42,5,40
2012-05-15,42,45,63
2012-05-15,42,82,1
2012-05-15,43,16,39
2012-05-15,43,37,22
2012-05-15,43,73,1
2012-05-15,44,5,13
2012-05-15,44,68,51
2012-05-15,44,94,2
2012-05-15,45,9,15
2012-05-15,45,26,12
2012-05-16,1,9,13
2012-05-16,1,28,1
2012-05-16,1,93,3
2012-05-16,2,5,56
2012-05-16,2,44,100
2012-05-16,3,5,22
2012-05-16,3,45,56
2012-05-16,4,27,8
2012-05-16,4,90,1
2012-05-16,4,93,4
2012-05-16,5,16,16
2012-05-16,5,32,4
2012-05-16,5,37,11
2012-05-16,5,93,8
2012-05-16,6,9,30
2012-05-16,6,45,70
2012-05-16,7,5,47
2012-05-16,7,7,6
2012-05-16,7,23,19
2012-05-16,7,93,2
2012-05-16,8,5,15
2012-05-16,8,23,4
2012-05-16,8,59,1
2012-05-16,8,93,6
2012-05-16,9,5,40
2012-05-16,9,10,3
2012-05-16,9,42,12
2012-05-16,9,45,35
2012-05-16,9,93,18
2012-05-16,10,5,22
2012-05-16,10,21,1
2012-05-16,10,37,8
2012-05-16,10,93,2
2012-05-16,11,9,57
2012-05-16,11,61,2
2012-05-16,11,68,64
2012-05-16,11,86,1
2012-05-16,12,16,18
2012-05-16,12,37,15
2012-05-16,12,93,2
2012-05-16,13,5,64
2012-05-16,13,36,95
2012-05-16,13,46,2
2012-05-16,14,9,5
2012-05-16,14,25,15
2012-05-16,14,70,2
2012-05-16,14,93,4
2012-05-16,15,5,16
2012-05-16,15,17,1
2012-05-16,15,45,81
2012-05-16,15,61,1
2012-05-16,16,16,35
2012-05-16,16,25,117
2012-05-16,16,77,5
2012-05-16,17,9,69
2012-05-16,17,37,54
2012-05-16,17,71,2
2012-05-16,18,5,16
2012-05-16,18,37,11
2012-05-16,19,16,12
2012-05-16,19,83,11
2012-05-16,20,5,84
2012-05-16,20,18,2
2012-05-16,20,41,16
2012-05-16,20,74,2
2012-05-16,21,5,37
2012-05-16,21,44,60
2012-05-16,22,9,50
2012-05-16,22,68,64
2012-05-16,22,78,10
2012-05-16,22,93,29
2012-05-16,23,5,8
2012-05-16,23,29,1
2012-05-16,23,45,28
2012-05-16,24,6,23
2012-05-16,24,43,45
2012-05-16,24,60,1
2012-05-16,25,9,80
2012-05-16,25,45,66
2012-05-16,25,81,14
2012-05-16,26,5,26
2012-05-16,26,45,40
2012-05-16,27,9,24
2012-05-16,27,21,1
2012-05-16,27,68,50
2012-05-16,27,93,77
2012-05-16,28,2,2
2012-05-16,28,5,20
2012-05-16,28,35,2
2012-05-16,28,45,44
2012-05-16,29,8,39
2012-05-16,29,41,15
2012-05-16,29,45,69
2012-05-16,30,13,4
2012-05-16,30,16,69
2012-05-16,30,44,36
2012-05-16,31,9,47
2012-05-16,31,45,65
2012-05-16,31,67,3
2012-05-16,31,93,4
2012-05-16,32,9,20
2012-05-16,32,45,34
2012-05-16,32,86,1
2012-05-16,33,9,63
2012-05-16,33,92,3
2012-05-16,34,9,1
2012-05-16,34,45,83
2012-05-16,34,52,5
2012-05-16,36,1,1
2012-05-16,36,9,63
2012-05-16,36,44,42
2012-05-16,37,5,63
2012-05-16,37,45,44
2012-05-16,38,9,29
2012-05-16,38,45,80
2012-05-16,38,52,1
2012-05-16,39,9,3
2012-05-16,39,36,10
2012-05-16,40,5,17
2012-05-16,40,45,36
2012-05-16,41,16,33
2012-05-16,41,61,1
2012-05-16,41,68,69
2012-05-16,41,86,3
2012-05-16,41,93,2
2012-05-16,42,5,52
2012-05-16,42,45,84
2012-05-16,43,3,2
2012-05-16,43,16,29
2012-05-16,43,37,14
2012-05-16,43,93,5
2012-05-16,44,5,51
2012-05-16,44,68,87
2012-05-16,44,93,12
2012-05-16,45,9,5
2012-05-16,45,26,4
2012-05-17,1,9,17
2012-05-17,1,28,5
2012-05-17,1,93,6
2012-05-17,2,5,34
2012-05-17,2,44,85
2012-05-17,3,5,36
2012-05-17,3,45,48
2012-05-17,4,9,108
2012-05-17,4,27,6
2012-05-17,4,90,2
2012-05-17,4,93,1
2012-05-17,5,16,14
2012-05-17,5,20,1
2012-05-17,5,37,8
2012-05-17,5,93,21
2012-05-17,6,9,26
2012-05-17,6,45,61
2012-05-17,7,5,12
2012-05-17,7,23,19
2012-05-17,8,5,86
2012-05-17,8,23,11
2012-05-17,8,93,1
2012-05-17,9,5,45
2012-05-17,9,10,1
2012-05-17,9,42,9
2012-05-17,9,45,65
2012-05-17,9,93,4
2012-05-17,10,5,19
2012-05-17,10,37,12
2012-05-17,10,93,6
2012-05-17,11,9,8
2012-05-17,11,68,40
2012-05-17,12,16,25
2012-05-17,12,37,15
2012-05-17,12,93,9
2012-05-17,13,5,77
2012-05-17,13,36,81
2012-05-17,13,46,3
2012-05-17,13,93,2
2012-05-17,14,9,14
2012-05-17,14,25,11
2012-05-17,14,93,4
2012-05-17,15,5,110
2012-05-17,15,17,1
2012-05-17,15,45,91
2012-05-17,16,16,21
2012-05-17,16,25,123
2012-05-17,16,77,4
2012-05-17,17,37,32
2012-05-17,17,48,128
2012-05-17,18,5,10
2012-05-17,18,37,7
2012-05-17,19,16,6
2012-05-17,19,69,2
2012-05-17,19,83,5
2012-05-17,19,93,5
2012-05-17,20,5,118
2012-05-17,20,41,25
2012-05-17,20,74,2
2012-05-17,21,5,13
2012-05-17,21,44,66
2012-05-17,22,9,31
2012-05-17,22,68,56
2012-05-17,22,78,2
2012-05-17,22,93,38
2012-05-17,23,5,47
2012-05-17,23,45,40
2012-05-17,24,6,79
2012-05-17,24,43,42
2012-05-17,24,60,2
2012-05-17,25,9,71
2012-05-17,25,45,75
2012-05-17,25,81,7
2012-05-17,25,84,2
2012-05-17,26,2,2
2012-05-17,26,5,36
2012-05-17,26,45,37
2012-05-17,27,9,7
2012-05-17,27,21,5
2012-05-17,27,68,56
2012-05-17,27,93,65
2012-05-17,28,5,20
2012-05-17,28,45,54
2012-05-17,29,8,55
2012-05-17,29,41,24
2012-05-17,29,45,70
2012-05-17,29,56,4
2012-05-17,30,13,2
2012-05-17,30,16,36
2012-05-17,31,9,38
2012-05-17,31,45,52
2012-05-17,31,67,6
2012-05-17,32,9,21
2012-05-17,32,45,42
2012-05-17,33,9,63
2012-05-17,33,92,1
2012-05-17,34,9,43
2012-05-17,34,45,81
2012-05-17,34,52,2
2012-05-17,36,9,32
2012-05-17,36,30,2
2012-05-17,36,44,71
2012-05-17,37,5,26
2012-05-17,37,45,68
2012-05-17,38,9,42
2012-05-17,38,45,89
2012-05-17,39,9,4
2012-05-17,39,36,10
2012-05-17,40,5,44
2012-05-17,40,45,49
2012-05-17,41,16,26
2012-05-17,41,61,5
2012-05-17,41,68,73
2012-05-17,41,93,9
2012-05-17,42,5,29
2012-05-17,42,45,74
2012-05-17,42,82,1
2012-05-17,43,3,5
2012-05-17,43,16,32
2012-05-17,43,37,8
2012-05-17,43,73,2
2012-05-17,43,93,3
2012-05-17,44,5,66
2012-05-17,44,62,1
2012-05-17,44,68,43
2012-05-17,44,93,20
2012-05-17,45,4,4
2012-05-17,45,9,14
2012-05-17,45,26,9
2012-05-18,1,9,39
2012-05-18,1,93,18
2012-05-18,2,5,93
2012-05-18,2,44,113
2012-05-18,3,5,51
2012-05-18,3,45,79
2012-05-18,3,93,9
2012-05-18,4,9,84
2012-05-18,4,27,8
2012-05-18,4,93,11
2012-05-18,5,16,15
2012-05-18,5,32,2
2012-05-18,5,37,11
2012-05-18,5,93,21
2012-05-18,6,9,28
2012-05-18,6,45,57
2012-05-18,7,5,24
2012-05-18,7,23,11
2012-05-18,8,5,14
2012-05-18,8,23,5
2012-05-18,8,59,2
2012-05-18,9,5,81
2012-05-18,9,10,8
2012-05-18,9,42,8
2012-05-18,9,45,82
2012-05-18,9,93,3
2012-05-18,10,5,37
2012-05-18,10,37,12
2012-05-18,10,93,4
2012-05-18,11,9,21
2012-05-18,11,61,1
2012-05-18,11,68,46
2012-05-18,12,16,15
2012-05-18,12,37,20
2012-05-18,12,79,1
2012-05-18,12,93,5
2012-05-18,13,5,80
2012-05-18,13,36,117
2012-05-18,13,46,1
2012-05-18,14,9,30
2012-05-18,14,25,14
2012-05-18,14,33,2
2012-05-18,15,5,30
2012-05-18,15,45,110
2012-05-18,15,61,1
2012-05-18,15,86,2
2012-05-18,16,16,32
2012-05-18,16,25,114
2012-05-18,16,77,2
2012-05-18,16,93,3
2012-05-18,17,9,108
2012-05-18,17,37,54
2012-05-18,18,5,42
2012-05-18,18,37,7
2012-05-18,18,72,1
2012-05-18,19,16,8
2012-05-18,19,69,2
2012-05-18,19,83,3
2012-05-18,19,93,6
2012-05-18,20,5,86
2012-05-18,20,41,32
2012-05-18,20,74,1
2012-05-18,21,5,20
2012-05-18,21,44,76
2012-05-18,22,9,33
2012-05-18,22,68,38
2012-05-18,22,78,1
2012-05-18,22,93,20
2012-05-18,23,5,28
2012-05-18,23,29,2
2012-05-18,23,45,29
2012-05-18,23,56,4
2012-05-18,24,6,41
2012-05-18,24,43,44
2012-05-18,25,9,43
2012-05-18,25,45,75
2012-05-18,25,81,16
2012-05-18,26,5,45
2012-05-18,26,45,38
2012-05-18,27,9,24
2012-05-18,27,68,57
2012-05-18,27,80,1
2012-05-18,27,93,5
2012-05-18,28,2,7
2012-05-18,28,5,60
2012-05-18,28,35,1
2012-05-18,28,45,51
2012-05-18,29,8,8
2012-05-18,29,41,20
2012-05-18,29,45,47
2012-05-18,30,13,2
2012-05-18,30,16,37
2012-05-18,30,65,3
2012-05-18,31,9,34
2012-05-18,31,45,86
2012-05-18,31,67,8
2012-05-18,31,93,4
2012-05-18,32,9,34
2012-05-18,32,45,45
2012-05-18,32,58,3
2012-05-18,33,9,91
2012-05-18,33,92,2
2012-05-18,33,93,1
2012-05-18,34,9,26
2012-05-18,34,45,117
2012-05-18,34,52,2
2012-05-18,36,9,23
2012-05-18,36,44,67
2012-05-18,37,5,37
2012-05-18,37,45,57
2012-05-18,37,53,4
2012-05-18,38,9,15
2012-05-18,38,45,92
2012-05-18,38,52,1
2012-05-18,39,9,17
2012-05-18,39,36,9
2012-05-18,40,5,59
2012-05-18,40,45,62
2012-05-18,40,55,2
2012-05-18,40,93,2
2012-05-18,41,16,21
2012-05-18,41,61,1
2012-05-18,41,68,36
2012-05-18,41,93,5
2012-05-18,42,5,18
2012-05-18,42,45,55
2012-05-18,43,3,2
2012-05-18,43,16,16
2012-05-18,43,37,9
2012-05-18,43,73,1
2012-05-18,43,93,3
2012-05-18,44,5,34
2012-05-18,44,62,1
2012-05-18,44,68,67
2012-05-18,44,93,27
2012-05-18,44,94,1
2012-05-18,45,9,5
2012-05-18,45,26,11
2012-05-19,1,9,6
2012-05-19,1,28,6
2012-05-19,1,93,1
2012-05-19,2,5,79
2012-05-19,3,5,84
2012-05-19,3,45,80
2012-05-19,3,93,4
2012-05-19,4,9,111
2012-05-19,4,27,9
2012-05-19,4,93,2
2012-05-19,5,16,24
2012-05-19,5,20,2
2012-05-19,5,32,1
2012-05-19,5,37,13
2012-05-19,5,93,2
2012-05-19,6,9,40
2012-05-19,6,45,62
2012-05-19,7,5,90
2012-05-19,7,7,1
2012-05-19,7,23,35
2012-05-19,8,5,38
2012-05-19,8,23,6
2012-05-19,8,93,2
2012-05-19,9,5,48
2012-05-19,9,10,1
2012-05-19,9,42,17
2012-05-19,9,45,71
2012-05-19,10,21,2
2012-05-19,10,37,7
2012-05-19,10,93,4
2012-05-19,11,9,24
2012-05-19,11,61,1
2012-05-19,11,68,63
2012-05-19,12,16,42
2012-05-19,12,37,19
2012-05-19,12,79,4
2012-05-19,12,93,4
2012-05-19,13,5,74
2012-05-19,13,36,89
2012-05-19,13,46,4
2012-05-19,13,93,1
2012-05-19,14,9,2
2012-05-19,14,25,17
2012-05-19,14,33,1
2012-05-19,14,93,1
2012-05-19,15,17,3
2012-05-19,15,61,1
2012-05-19,15,86,3
2012-05-19,16,16,24
2012-05-19,17,37,76
2012-05-19,18,5,24
2012-05-19,18,37,12
2012-05-19,19,16,13
2012-05-19,19,69,1
2012-05-19,19,83,13
2012-05-19,19,93,1
2012-05-19,20,5,107
2012-05-19,20,18,2
2012-05-19,20,41,29
2012-05-19,20,74,1
2012-05-19,20,93,5
2012-05-19,21,5,56
2012-05-19,21,44,78
2012-05-19,22,9,18
2012-05-19,22,68,63
2012-05-19,22,78,6
2012-05-19,22,93,9
2012-05-19,23,5,45
2012-05-19,23,29,1
2012-05-19,23,45,37
2012-05-19,23,56,4
2012-05-19,24,6,17
2012-05-19,24,43,59
2012-05-19,24,60,1
2012-05-19,25,9,105
2012-05-19,25,45,119
2012-05-19,25,81,19
2012-05-19,25,84,1
2012-05-19,26,2,1
2012-05-19,26,5,45
2012-05-19,26,45,55
2012-05-19,27,9,27
2012-05-19,27,68,59
2012-05-19,27,80,3
2012-05-19,27,93,2
2012-05-19,28,2,1
2012-05-19,28,5,109
2012-05-19,28,45,54
2012-05-19,29,8,40
2012-05-19,29,41,26
2012-05-19,29,45,74
2012-05-19,29,56,2
2012-05-19,30,16,41
2012-05-19,30,65,1
2012-05-19,31,9,65
2012-05-19,31,45,82
2012-05-19,31,67,7
2012-05-19,31,93,63
2012-05-19,32,9,18
2012-05-19,32,19,1
2012-05-19,32,45,56
2012-05-19,32,58,1
2012-05-19,32,86,10
2012-05-19,33,9,81
2012-05-19,33,92,6
2012-05-19,34,9,57
2012-05-19,34,31,4
2012-05-19,34,45,121
2012-05-19,34,93,6
2012-05-19,36,9,20
2012-05-19,36,44,122
2012-05-19,37,5,97
2012-05-19,37,45,67
2012-05-19,38,9,38
2012-05-19,38,45,91
2012-05-19,39,36,20
2012-05-19,40,5,68
2012-05-19,40,45,109
2012-05-19,40,55,4
2012-05-19,41,16,28
2012-05-19,41,68,69
2012-05-19,41,93,6
2012-05-19,42,5,13
2012-05-19,42,45,65
2012-05-19,43,16,33
2012-05-19,43,37,16
2012-05-19,43,73,1
2012-05-19,44,5,33
2012-05-19,44,62,3
2012-05-19,44,68,47
2012-05-19,44,93,5
2012-05-19,44,94,3
2012-05-19,45,9,12
2012-05-19,45,26,3
2012-05-20,1,9,25
2012-05-20,1,28,2
2012-05-20,2,11,2
2012-05-20,3,5,31
2012-05-20,3,45,114
2012-05-20,3,93,4
2012-05-20,4,9,84
2012-05-20,4,90,1
2012-05-20,4,93,8
2012-05-20,5,16,27
2012-05-20,5,20,1
2012-05-20,5,37,8
2012-05-20,6,9,43
2012-05-20,6,14,1
2012-05-20,6,45,57
2012-05-20,7,5,80
2012-05-20,7,7,4
2012-05-20,7,23,40
2012-05-20,7,93,1
2012-05-20,8,5,37
2012-05-20,8,23,10
2012-05-20,8,59,2
2012-05-20,9,5,94
2012-05-20,9,10,6
2012-05-20,9,42,13
2012-05-20,9,45,99
2012-05-20,9,93,1
2012-05-20,10,5,39
2012-05-20,10,37,12
2012-05-20,10,93,5
2012-05-20,11,9,52
2012-05-20,11,61,1
2012-05-20,11,68,67
2012-05-20,12,16,37
2012-05-20,12,37,15
2012-05-20,12,79,1
2012-05-20,13,5,42
2012-05-20,13,46,1
2012-05-20,13,93,1
2012-05-20,14,9,3
2012-05-20,14,25,16
2012-05-20,14,70,1
2012-05-20,15,5,112
2012-05-20,15,17,3
2012-05-20,16,16,43
2012-05-20,16,77,2
2012-05-20,17,37,76
2012-05-20,18,5,29
2012-05-20,18,37,15
2012-05-20,18,72,2
2012-05-20,19,16,9
2012-05-20,19,69,1
2012-05-20,19,83,12
2012-05-20,20,5,81
2012-05-20,20,18,1
2012-05-20,20,41,32
2012-05-20,20,74,11
2012-05-20,20,93,38
2012-05-20,21,5,75
2012-05-20,21,44,120
2012-05-20,22,9,112
2012-05-20,22,68,42
2012-05-20,22,78,5
2012-05-20,22,93,17
2012-05-20,23,5,30
2012-05-20,23,45,54
2012-05-20,24,6,91
2012-05-20,24,43,45
2012-05-20,24,60,5
2012-05-20,25,9,81
2012-05-20,25,12,1
2012-05-20,25,45,124
2012-05-20,25,81,23
2012-05-20,26,5,99
2012-05-20,26,45,57
2012-05-20,27,9,27
2012-05-20,27,68,70
2012-05-20,27,80,2
2012-05-20,27,93,3
2012-05-20,28,5,49
2012-05-20,28,35,3
2012-05-20,28,45,66
2012-05-20,29,8,62
2012-05-20,29,41,35
2012-05-20,29,45,91
2012-05-20,30,13,2
2012-05-20,30,16,30
2012-05-20,31,9,46
2012-05-20,31,45,113
2012-05-20,31,67,12
2012-05-20,31,93,1
2012-05-20,32,9,35
2012-05-20,32,45,57
2012-05-20,32,58,4
2012-05-20,33,92,4
2012-05-20,34,9,33
2012-05-20,34,45,113
2012-05-20,36,1,1
2012-05-20,36,9,52
2012-05-20,36,30,3
2012-05-20,36,44,74
2012-05-20,37,5,47
2012-05-20,37,45,94
2012-05-20,38,9,103
2012-05-20,38,45,119
2012-05-20,38,52,1
2012-05-20,38,86,1
2012-05-20,38,93,6
2012-05-20,39,36,3
2012-05-20,40,5,84
2012-05-20,40,45,108
2012-05-20,41,16,28
2012-05-20,41,61,4
2012-05-20,41,68,47
2012-05-20,41,93,1
2012-05-20,42,5,36
2012-05-20,42,45,52
2012-05-20,42,82,1
2012-05-20,43,3,3
2012-05-20,43,16,26
2012-05-20,43,37,8
2012-05-20,44,5,40
2012-05-20,44,68,83
2012-05-20,44,94,2
2012-05-20,45,9,20
2012-05-20,45,26,7
2012-05-21,1,9,12
2012-05-21,1,28,4
2012-05-21,2,5,45
2012-05-21,2,44,115
2012-05-21,2,93,1
2012-05-21,3,2,3
2012-05-21,3,5,44
2012-05-21,3,45,71
2012-05-21,3,93,1
2012-05-21,4,9,66
2012-05-21,4,27,8
2012-05-21,4,90,1
2012-05-21,5,16,18
2012-05-21,5,20,2
2012-05-21,5,37,6
2012-05-21,5,93,2
2012-05-21,6,9,42
2012-05-21,6,14,1
2012-05-21,6,45,63
2012-05-21,7,5,25
2012-05-21,7,7,1
2012-05-21,7,23,21
2012-05-21,8,5,24
2012-05-21,8,23,8
2012-05-21,8,59,2
2012-05-21,9,5,85
2012-05-21,9,10,2
2012-05-21,9,42,9
2012-05-21,9,45,81
2012-05-21,10,5,36
2012-05-21,10,21,2
2012-05-21,10,37,13
2012-05-21,10,93,2
2012-05-21,11,9,29
2012-05-21,11,68,50
2012-05-21,12,16,21
2012-05-21,12,37,16
2012-05-21,12,79,1
2012-05-21,12,93,4
2012-05-21,13,5,52
2012-05-21,13,36,94
2012-05-21,13,93,5
2012-05-21,14,9,8
2012-05-21,14,25,30
2012-05-21,14,93,4
2012-05-21,15,5,87
2012-05-21,15,45,121
2012-05-21,16,16,37
2012-05-21,16,25,132
2012-05-21,16,77,1
2012-05-21,17,37,56
2012-05-21,18,5,6
2012-05-21,18,37,11
2012-05-21,18,57,1
2012-05-21,18,72,1
2012-05-21,19,16,10
2012-05-21,19,69,2
2012-05-21,19,83,8
2012-05-21,19,93,1
2012-05-21,20,5,59
2012-05-21,20,41,35
2012-05-21,20,74,2
2012-05-21,20,93,2
2012-05-21,21,5,35
2012-05-21,21,44,103
2012-05-21,21,91,1
2012-05-21,22,9,55
2012-05-21,22,68,41
2012-05-21,22,78,2
2012-05-21,22,93,16
2012-05-21,23,5,25
2012-05-21,23,29,2
2012-05-21,23,45,34
2012-05-21,24,6,13
2012-05-21,24,43,38
2012-05-21,25,9,57
2012-05-21,25,45,95
2012-05-21,25,81,17
2012-05-21,26,5,51
2012-05-21,26,45,42
2012-05-21,27,21,2
2012-05-21,27,68,38
2012-05-21,27,80,2
2012-05-21,28,5,47
2012-05-21,28,35,2
2012-05-21,28,45,49
2012-05-21,29,8,31
2012-05-21,29,41,29
2012-05-21,29,45,99
2012-05-21,29,56,2
2012-05-21,30,16,41
2012-05-21,30,65,1
2012-05-21,31,9,31
2012-05-21,31,45,82
2012-05-21,32,9,40
2012-05-21,32,19,2
2012-05-21,32,45,74
2012-05-21,32,58,1
2012-05-21,32,86,4
2012-05-21,33,92,2
2012-05-21,34,9,59
2012-05-21,34,45,121
2012-05-21,34,52,2
2012-05-21,36,1,1
2012-05-21,36,9,40
2012-05-21,36,30,2
2012-05-21,36,44,69
2012-05-21,37,5,91
2012-05-21,37,45,50
2012-05-21,38,9,50
2012-05-21,38,45,81
2012-05-21,39,9,1
2012-05-21,39,36,11
2012-05-21,40,5,29
2012-05-21,40,45,60
2012-05-21,41,16,14
2012-05-21,41,68,50
2012-05-21,42,5,16
2012-05-21,42,45,58
2012-05-21,43,16,26
2012-05-21,43,37,15
2012-05-21,44,5,27
2012-05-21,44,68,83
2012-05-21,44,94,2
2012-05-21,45,4,3
2012-05-21,45,9,12
2012-05-21,45,26,9
2012-05-22,1,9,9
2012-05-22,1,28,5
2012-05-22,1,93,4
2012-05-22,2,5,38
2012-05-22,2,44,124
2012-05-22,2,93,2
2012-05-22,3,2,3
2012-05-22,3,5,40
2012-05-22,3,45,52
2012-05-22,4,9,26
2012-05-22,4,27,1
2012-05-22,5,16,12
2012-05-22,5,37,10
2012-05-22,6,9,40
2012-05-22,6,45,57
2012-05-22,7,5,122
2012-05-22,7,23,24
2012-05-22,8,5,49
2012-05-22,8,23,8
2012-05-22,8,59,1
2012-05-22,9,5,59
2012-05-22,9,10,3
2012-05-22,9,42,8
2012-05-22,9,45,75
2012-05-22,10,5,80
2012-05-22,10,21,1
2012-05-22,10,37,8
2012-05-22,11,9,13
2012-05-22,11,68,33
2012-05-22,12,16,11
2012-05-22,12,37,10
2012-05-22,12,93,4
2012-05-22,13,5,126
2012-05-22,13,36,93
2012-05-22,13,46,2
2012-05-22,13,93,3
2012-05-22,14,9,4
2012-05-22,14,25,14
2012-05-22,14,70,2
2012-05-22,14,93,2
2012-05-22,15,5,76
2012-05-22,15,45,71
2012-05-22,15,61,2
2012-05-22,16,16,39
2012-05-22,16,77,3
2012-05-22,16,93,1
2012-05-22,17,9,105
2012-05-22,17,37,55
2012-05-22,17,71,2
2012-05-22,18,5,14
2012-05-22,18,37,8
2012-05-22,18,57,1
